apps,bondmode,bytes,time,mbytes-sec
intel,802.3ad-2NICs-layer2+3,131072,164.39,797.32
intel,802.3ad-2NICs-layer2+3,262144,256.37,1022.53
intel,802.3ad-2NICs-layer2+3,524288,431.02,1216.39
intel,802.3ad-2NICs-layer2+3,1048576,789.42,1328.29
intel,802.3ad-2NICs-layer2+3,2097152,1620.79,1293.90
intel,802.3ad-2NICs-layer2+3,4194304,3231.97,1297.75
intel,802.3ad-2NICs-layer2+3,0,26.71,0.00
intel,802.3ad-2NICs-layer2+3,1,26.36,0.04
intel,802.3ad-2NICs-layer2+3,2,26.44,0.08
intel,802.3ad-2NICs-layer2+3,4,26.12,0.15
intel,802.3ad-2NICs-layer2+3,8,26.16,0.31
intel,802.3ad-2NICs-layer2+3,16,26.09,0.61
intel,802.3ad-2NICs-layer2+3,32,26.45,1.21
intel,802.3ad-2NICs-layer2+3,64,26.41,2.42
intel,802.3ad-2NICs-layer2+3,128,26.53,4.83
